order_id,customer_id,order_date,store_location,category,item,quantity,unit_price,payment_method,satisfaction_rating,total_amount,month,day_of_week,age,gender,loyalty_member,signup_date,age_group
ORD15623,C1210,2025-08-02,University Ave,Espresso Drinks,Americano,2,5.08,Card,3.0,10.16,August,Saturday,31,Female,False,2024-02-23,25-34
ORD15624,C1419,2025-05-25,Downtown,Tea,Chai Latte,1,3.48,Card,,3.48,May,Sunday,44,Male,True,2025-12-24,35-44
ORD15625,C1239,2025-12-18,Downtown,Espresso Drinks,Espresso Shot,1,3.77,Cash,5.0,3.77,December,Thursday,50,Female,False,2025-06-25,45-54
ORD15626,C1424,2025-12-12,Downtown,Food,Avocado Toast,2,7.08,Cash,,14.16,December,Friday,39,Male,False,2025-02-08,35-44
ORD15627,C1037,2025-11-12,Downtown,Food,Avocado Toast,1,6.29,Cash,,6.29,November,Wednesday,61,Male,False,2024-11-11,55+
ORD15628,C1140,2025-03-01,University Ave,Espresso Drinks,Cappuccino,1,4.23,Card,,4.23,March,Saturday,69,Female,True,2025-10-26,55+
ORD15629,C1092,2025-04-27,Downtown,Tea,Green Tea,2,3.73,Mobile Pay,,7.46,April,Sunday,61,Female,False,2024-10-13,55+
ORD15630,C1600,2025-09-16,Riverside,Espresso Drinks,Flat White,2,4.6,Mobile Pay,3.0,9.2,September,Tuesday,50,Male,True,2025-07-15,45-54
ORD15631,C1511,2025-09-30,University Ave,Pastries,Scone,3,3.45,Card,,10.35,September,Tuesday,56,Female,False,2025-01-16,55+
ORD15632,C1244,2025-05-08,Downtown,Brewed Coffee,Pour Over,2,3.25,Card,3.0,6.5,May,Thursday,50,Female,False,2024-07-25,45-54
ORD15633,C1114,2025-02-19,University Ave,Brewed Coffee,Cold Brew,1,3.68,Mobile Pay,3.0,3.68,February,Wednesday,44,Female,False,2025-04-23,35-44
ORD15634,C1118,2025-02-19,Downtown,Espresso Drinks,Espresso Shot,1,4.73,Card,4.0,4.73,February,Wednesday,30,Male,True,2025-09-25,25-34
ORD15635,C1077,2025-09-07,Downtown,Espresso Drinks,Latte,1,5.74,Gift Card,2.0,5.74,September,Sunday,29,Male,True,2025-10-31,25-34
ORD15636,C1165,2025-06-15,University Ave,Espresso Drinks,Latte,1,4.05,Cash,4.0,4.05,June,Sunday,60,Male,False,2024-05-25,55+
ORD15637,C1402,2025-06-28,University Ave,Pastries,Muffin,1,3.42,Mobile Pay,,3.42,June,Saturday,34,Female,True,2025-01-14,25-34
ORD15638,C1648,2025-10-24,Downtown,Tea,Chai Latte,1,4.74,Mobile Pay,,4.74,October,Friday,67,Female,False,2024-12-25,55+
ORD15639,C1636,2025-01-07,Downtown,Espresso Drinks,Flat White,1,4.31,Card,,4.31,January,Tuesday,30,Male,True,2024-04-05,25-34
ORD15640,C1479,2025-10-02,Riverside,Espresso Drinks,Americano,2,4.95,Cash,,9.9,October,Thursday,23,Female,False,2024-10-03,18-24
ORD15641,C1639,2025-04-10,University Ave,Food,Avocado Toast,1,7.11,Gift Card,5.0,7.11,April,Thursday,67,Female,False,2024-10-22,55+
ORD15642,C1488,2025-12-05,Riverside,Brewed Coffee,Drip Coffee,2,2.94,Mobile Pay,4.0,5.88,December,Friday,57,Male,True,2024-07-29,55+
ORD15643,C1186,2025-12-14,Downtown,Brewed Coffee,Pour Over,1,2.97,Card,5.0,2.97,December,Sunday,26,Not specified,False,2024-06-14,25-34
ORD15644,C1164,2025-07-02,Riverside,Pastries,Muffin,1,3.86,Mobile Pay,,3.86,July,Wednesday,39,Male,True,2024-07-05,35-44
ORD15645,C1600,2025-04-25,University Ave,Brewed Coffee,Cold Brew,1,3.71,Card,4.0,3.71,April,Friday,50,Male,True,2025-07-15,45-54
ORD15646,C1337,2025-03-26,Downtown,Food,Breakfast Sandwich,1,6.34,Card,5.0,6.34,March,Wednesday,34,Non-binary,True,2025-05-24,25-34
ORD15647,C1239,2025-03-08,Riverside,Espresso Drinks,Cappuccino,3,5.37,Mobile Pay,4.0,16.11,March,Saturday,50,Female,False,2025-06-25,45-54
ORD15648,C1012,2025-12-30,Downtown,Espresso Drinks,Americano,1,4.5,Card,,4.5,December,Tuesday,56,Male,True,2025-12-07,55+
ORD15649,C1431,2025-03-10,Riverside,Pastries,Croissant,1,3.67,Cash,4.0,3.67,March,Monday,56,Female,False,2024-02-08,55+
ORD15650,C1380,2025-06-12,Downtown,Pastries,Croissant,1,2.74,Mobile Pay,,2.74,June,Thursday,18,Male,False,2025-01-24,18-24
ORD15651,C1431,2025-06-24,University Ave,Espresso Drinks,Cappuccino,3,5.53,Card,,16.59,June,Tuesday,56,Female,False,2024-02-08,55+
ORD15652,C1243,2025-09-05,Downtown,Espresso Drinks,Espresso Shot,1,4.76,Mobile Pay,,4.76,September,Friday,51,Female,True,2024-02-14,45-54
ORD15653,C1335,2025-11-03,Downtown,Food,Breakfast Sandwich,1,8.34,Card,4.0,8.34,November,Monday,60,Female,False,2024-10-01,55+
ORD15654,C1533,2025-07-23,Downtown,Pastries,Croissant,3,4.25,Cash,,12.75,July,Wednesday,32,Female,True,2025-02-21,25-34
ORD15655,C1409,2025-10-03,Riverside,Tea,Chai Latte,3,3.92,Gift Card,4.0,11.76,October,Friday,18,Female,False,2025-05-28,18-24
ORD15656,C1545,2025-07-26,Downtown,Espresso Drinks,Latte,1,5.14,Mobile Pay,,5.14,July,Saturday,20,Male,True,2024-10-14,18-24
ORD15657,C1074,2025-06-09,University Ave,Food,Bagel,2,6.36,Card,,12.72,June,Monday,53,Not specified,True,2024-06-29,45-54
ORD15658,C1421,2025-02-27,Downtown,Espresso Drinks,Cappuccino,1,5.67,Card,5.0,5.67,February,Thursday,54,Female,False,2025-08-07,45-54
ORD15659,C1398,2025-03-17,Downtown,Espresso Drinks,Cappuccino,2,5.1,Mobile Pay,,10.2,March,Monday,32,Non-binary,False,2024-09-20,25-34
ORD15660,C1419,2025-06-07,Riverside,Tea,Herbal Tea,1,4.14,Card,4.0,4.14,June,Saturday,44,Male,True,2025-12-24,35-44
ORD15661,C1115,2025-01-17,Downtown,Food,Bagel,2,8.0,Mobile Pay,,16.0,January,Friday,47,Male,True,2024-07-03,45-54
ORD15662,C1513,2025-04-26,Riverside,Pastries,Scone,1,4.1,Mobile Pay,3.0,4.1,April,Saturday,60,Female,True,2024-12-25,55+
ORD15663,C1292,2025-06-18,Riverside,Espresso Drinks,Espresso Shot,2,3.98,Mobile Pay,5.0,7.96,June,Wednesday,67,Non-binary,True,2024-04-01,55+
ORD15664,C1044,2025-06-22,University Ave,Espresso Drinks,Espresso Shot,1,4.23,Mobile Pay,4.0,4.23,June,Sunday,21,Not specified,False,2025-10-29,18-24
ORD15665,C1039,2025-10-24,Downtown,Pastries,Scone,1,3.67,Card,,3.67,October,Friday,43,Female,False,2024-07-02,35-44
ORD15666,C1513,2025-12-19,University Ave,Pastries,Croissant,2,4.08,Card,4.0,8.16,December,Friday,60,Female,True,2024-12-25,55+
ORD15667,C1162,2025-09-23,University Ave,Espresso Drinks,Espresso Shot,2,5.43,Card,5.0,10.86,September,Tuesday,39,Female,False,2024-09-08,35-44
ORD15668,C1263,2025-01-29,University Ave,Espresso Drinks,Latte,2,4.51,Cash,,9.02,January,Wednesday,66,Male,False,2024-02-14,55+
ORD15669,C1048,2025-05-29,University Ave,Brewed Coffee,Pour Over,2,3.04,Cash,,6.08,May,Thursday,53,Female,False,2025-11-26,45-54
ORD15670,C1440,2025-09-23,Downtown,Pastries,Muffin,2,3.59,Gift Card,,7.18,September,Tuesday,68,Female,True,2025-01-13,55+
ORD15671,C1081,2025-08-05,University Ave,Brewed Coffee,Pour Over,2,4.22,Card,5.0,8.44,August,Tuesday,40,Female,True,2025-03-13,35-44
ORD15672,C1421,2025-06-16,Riverside,Brewed Coffee,Pour Over,1,4.12,Card,,4.12,June,Monday,54,Female,False,2025-08-07,45-54
ORD15673,C1491,2025-06-08,Downtown,Espresso Drinks,Flat White,2,5.4,Gift Card,5.0,10.8,June,Sunday,63,Female,False,2025-05-09,55+
ORD15674,C1002,2025-05-28,Downtown,Pastries,Cinnamon Roll,2,3.39,Cash,,6.78,May,Wednesday,52,Male,False,2025-08-12,45-54
ORD15675,C1138,2025-07-30,University Ave,Pastries,Croissant,1,3.98,Mobile Pay,,3.98,July,Wednesday,36,Non-binary,False,2024-12-15,35-44
ORD15676,C1126,2025-03-07,Riverside,Pastries,Scone,2,2.67,Card,5.0,5.34,March,Friday,22,Female,False,2025-03-10,18-24
ORD15677,C1320,2025-07-08,Downtown,Food,Avocado Toast,1,6.29,Card,4.0,6.29,July,Tuesday,34,Female,True,2025-06-05,25-34
ORD15678,C1409,2025-03-16,University Ave,Brewed Coffee,Pour Over,2,3.08,Mobile Pay,,6.16,March,Sunday,18,Female,False,2025-05-28,18-24
ORD15679,C1598,2025-09-05,Riverside,Espresso Drinks,Espresso Shot,3,3.96,Cash,4.0,11.88,September,Friday,50,Female,False,2025-05-18,45-54
ORD15680,C1165,2025-11-11,Downtown,Espresso Drinks,Americano,3,4.55,Mobile Pay,,13.65,November,Tuesday,60,Male,False,2024-05-25,55+
ORD15681,C1442,2025-07-04,Downtown,Brewed Coffee,Drip Coffee,1,3.24,Card,2.0,3.24,July,Friday,24,Female,True,2024-05-20,18-24
ORD15682,C1479,2025-05-22,Riverside,Tea,Green Tea,3,4.02,Cash,5.0,12.06,May,Thursday,23,Female,False,2024-10-03,18-24
ORD15683,C1565,2025-12-09,Riverside,Espresso Drinks,Americano,1,4.32,Card,5.0,4.32,December,Tuesday,30,Male,False,2025-10-13,25-34
ORD15684,C1365,2025-08-29,Downtown,Espresso Drinks,Americano,1,5.24,Mobile Pay,,5.24,August,Friday,44,Male,True,2024-05-24,35-44
ORD15685,C1046,2025-06-05,Downtown,Tea,Green Tea,3,3.48,Card,,10.44,June,Thursday,41,Female,False,2024-08-13,35-44
ORD15686,C1283,2025-01-11,University Ave,Brewed Coffee,Cold Brew,3,3.5,Gift Card,5.0,10.5,January,Saturday,43,Female,False,2024-10-03,35-44
ORD15687,C1454,2025-01-06,University Ave,Espresso Drinks,Americano,2,5.62,Mobile Pay,5.0,11.24,January,Monday,49,Female,True,2025-05-31,45-54
ORD15688,C1614,2025-03-22,Downtown,Brewed Coffee,Drip Coffee,1,3.79,Gift Card,4.0,3.79,March,Saturday,53,Female,False,2025-07-18,45-54
ORD15689,C1142,2025-03-28,Riverside,Pastries,Croissant,2,3.13,Mobile Pay,1.0,6.26,March,Friday,32,Female,True,2024-08-13,25-34
ORD15690,C1317,2025-09-20,University Ave,Brewed Coffee,Drip Coffee,1,3.41,Cash,,3.41,September,Saturday,55,Male,True,2025-05-24,55+
ORD15691,C1354,2025-07-02,Downtown,Food,Bagel,2,8.17,Card,4.0,16.34,July,Wednesday,68,Non-binary,False,2025-10-03,55+
ORD15692,C1262,2025-12-30,Downtown,Espresso Drinks,Americano,2,5.68,Mobile Pay,4.0,11.36,December,Tuesday,33,Male,False,2025-04-12,25-34
ORD15693,C1082,2025-07-16,Downtown,Espresso Drinks,Espresso Shot,1,5.13,Cash,,5.13,July,Wednesday,26,Male,True,2024-03-26,25-34
ORD15694,C1609,2025-11-25,Downtown,Pastries,Muffin,2,2.77,Card,,5.54,November,Tuesday,62,Male,False,2024-06-18,55+
ORD15695,C1098,2025-07-21,Downtown,Brewed Coffee,Drip Coffee,1,3.71,Cash,,3.71,July,Monday,51,Male,False,2025-05-26,45-54
ORD15696,C1336,2025-05-11,Downtown,Pastries,Croissant,2,2.79,Card,,5.58,May,Sunday,68,Female,True,2024-10-26,55+
ORD15697,C1209,2025-09-18,University Ave,Pastries,Croissant,3,4.16,Card,4.0,12.48,September,Thursday,58,Male,False,2024-06-19,55+
ORD15698,C1433,2025-06-13,Downtown,Tea,Chai Latte,3,3.71,Card,5.0,11.13,June,Friday,24,Female,False,2024-12-07,18-24
ORD15699,C1156,2025-04-10,Downtown,Pastries,Croissant,3,4.35,Card,5.0,13.05,April,Thursday,24,Female,False,2024-12-15,18-24
ORD15700,C1278,2025-06-22,Riverside,Espresso Drinks,Cappuccino,3,4.45,Cash,,13.35,June,Sunday,21,Not specified,False,2025-03-14,18-24
ORD15701,C1013,2025-08-31,Downtown,Pastries,Scone,2,3.48,Cash,3.0,6.96,August,Sunday,57,Female,True,2025-08-12,55+
ORD15702,C1487,2025-05-17,Downtown,Food,Bagel,2,7.29,Cash,4.0,14.58,May,Saturday,45,Male,False,2025-04-19,45-54
ORD15703,C1566,2025-09-14,University Ave,Brewed Coffee,Cold Brew,2,3.93,Mobile Pay,,7.86,September,Sunday,29,Non-binary,True,2025-01-11,25-34
ORD15704,C1292,2025-12-23,Riverside,Espresso Drinks,Americano,2,5.48,Mobile Pay,4.0,10.96,December,Tuesday,67,Non-binary,True,2024-04-01,55+
ORD15705,C1117,2025-05-30,Riverside,Brewed Coffee,Pour Over,2,3.48,Cash,4.0,6.96,May,Friday,25,Male,True,2025-01-30,25-34
ORD15706,C1135,2025-04-18,University Ave,Espresso Drinks,Flat White,1,3.83,Mobile Pay,,3.83,April,Friday,33,Not specified,True,2024-11-15,25-34
ORD15707,C1374,2025-05-27,University Ave,Tea,Herbal Tea,2,4.0,Mobile Pay,3.0,8.0,May,Tuesday,64,Male,False,2024-06-04,55+
ORD15708,C1028,2025-11-02,Downtown,Espresso Drinks,Latte,1,5.55,Card,,5.55,November,Sunday,46,Female,True,2024-12-30,45-54
ORD15709,C1567,2025-03-07,Riverside,Espresso Drinks,Americano,1,4.76,Mobile Pay,,4.76,March,Friday,30,Female,False,2024-08-06,25-34
ORD15710,C1133,2025-12-21,Riverside,Pastries,Scone,2,4.39,Gift Card,4.0,8.78,December,Sunday,47,Female,False,2025-10-07,45-54
ORD15711,C1254,2025-05-31,Downtown,Pastries,Muffin,3,2.95,Card,3.0,8.85,May,Saturday,52,Female,False,2025-02-13,45-54
ORD15712,C1119,2025-11-03,University Ave,Espresso Drinks,Cappuccino,1,4.75,Mobile Pay,4.0,4.75,November,Monday,23,Not specified,False,2025-04-12,18-24
ORD15713,C1078,2025-10-14,University Ave,Tea,Chai Latte,1,4.67,Cash,5.0,4.67,October,Tuesday,47,Male,False,2025-01-24,45-54
ORD15714,C1312,2025-10-13,Downtown,Espresso Drinks,Latte,2,5.47,Card,,10.94,October,Monday,24,Male,True,2024-05-22,18-24
ORD15715,C1336,2025-11-27,University Ave,Pastries,Scone,3,2.66,Card,,7.98,November,Thursday,68,Female,True,2024-10-26,55+
ORD15716,C1614,2025-03-09,Downtown,Brewed Coffee,Pour Over,1,3.0,Card,,3.0,March,Sunday,53,Female,False,2025-07-18,45-54
ORD15717,C1190,2025-08-05,Riverside,Espresso Drinks,Flat White,1,5.07,Cash,1.0,5.07,August,Tuesday,53,Female,True,2025-06-12,45-54
ORD15718,C1293,2025-02-06,Riverside,Brewed Coffee,Pour Over,1,3.35,Card,4.0,3.35,February,Thursday,35,Female,True,2025-02-03,35-44
ORD15719,C1632,2025-04-19,University Ave,Tea,Herbal Tea,3,4.14,Mobile Pay,4.0,12.42,April,Saturday,40,Male,False,2025-03-31,35-44
ORD15720,C1446,2025-01-15,Downtown,Espresso Drinks,Flat White,2,5.23,Card,,10.46,January,Wednesday,34,Male,True,2024-05-26,25-34
ORD15721,C1600,2025-09-06,Downtown,Food,Breakfast Sandwich,1,6.19,Mobile Pay,,6.19,September,Saturday,50,Male,True,2025-07-15,45-54
ORD15722,C1584,2025-08-10,University Ave,Espresso Drinks,Flat White,3,3.89,Card,4.0,11.67,August,Sunday,39,Female,True,2024-10-12,35-44
ORD15723,C1073,2025-09-27,University Ave,Espresso Drinks,Flat White,3,4.23,Card,,12.69,September,Saturday,24,Male,False,2025-10-09,18-24
ORD15724,C1227,2025-03-06,University Ave,Pastries,Croissant,3,3.23,Card,3.0,9.69,March,Thursday,48,Male,True,2024-07-28,45-54
ORD15725,C1285,2025-05-01,Downtown,Espresso Drinks,Espresso Shot,2,5.2,Mobile Pay,,10.4,May,Thursday,66,Non-binary,True,2024-03-13,55+
ORD15726,C1398,2025-09-04,University Ave,Brewed Coffee,Pour Over,2,3.73,Card,,7.46,September,Thursday,32,Non-binary,False,2024-09-20,25-34
ORD15727,C1616,2025-10-28,Downtown,Tea,Herbal Tea,1,3.93,Mobile Pay,,3.93,October,Tuesday,30,Male,True,2025-11-23,25-34
ORD15728,C1304,2025-11-19,University Ave,Espresso Drinks,Flat White,1,5.5,Mobile Pay,4.0,5.5,November,Wednesday,46,Female,False,2024-06-30,45-54
ORD15729,C1361,2025-01-27,University Ave,Food,Bagel,2,5.92,Card,4.0,11.84,January,Monday,64,Male,False,2024-06-20,55+
ORD15730,C1479,2025-05-27,Riverside,Pastries,Cinnamon Roll,1,4.33,Mobile Pay,,4.33,May,Tuesday,23,Female,False,2024-10-03,18-24
ORD15731,C1177,2025-01-04,University Ave,Food,Breakfast Sandwich,2,8.39,Mobile Pay,2.0,16.78,January,Saturday,26,Not specified,True,2024-04-13,25-34
ORD15732,C1557,2025-10-25,Riverside,Espresso Drinks,Latte,1,5.68,Card,,5.68,October,Saturday,63,Female,False,2024-08-14,55+
ORD15733,C1181,2025-02-14,Downtown,Tea,Chai Latte,1,3.28,Mobile Pay,,3.28,February,Friday,25,Female,False,2025-07-16,25-34
ORD15734,C1172,2025-10-27,Downtown,Food,Avocado Toast,1,6.64,Card,,6.64,October,Monday,58,Female,True,2025-09-27,55+
ORD15735,C1564,2025-02-26,University Ave,Espresso Drinks,Americano,1,4.95,Card,3.0,4.95,February,Wednesday,64,Male,True,2025-11-10,55+
ORD15736,C1638,2025-01-06,Riverside,Pastries,Muffin,1,3.73,Mobile Pay,,3.73,January,Monday,59,Female,False,2025-10-21,55+
ORD15737,C1416,2025-11-16,University Ave,Espresso Drinks,Cappuccino,2,5.62,Card,,11.24,November,Sunday,43,Female,True,2024-03-24,35-44
ORD15738,C1072,2025-06-09,Downtown,Brewed Coffee,Cold Brew,2,3.74,Card,5.0,7.48,June,Monday,42,Female,True,2024-05-19,35-44
ORD15739,C1537,2025-06-04,University Ave,Pastries,Croissant,1,4.15,Card,4.0,4.15,June,Wednesday,24,Female,False,2024-11-08,18-24
ORD15740,C1399,2025-08-24,University Ave,Espresso Drinks,Flat White,3,5.33,Card,,15.99,August,Sunday,43,Male,True,2025-10-09,35-44
ORD15741,C1218,2025-04-11,Riverside,Brewed Coffee,Pour Over,2,3.11,Card,,6.22,April,Friday,41,Female,True,2025-02-22,35-44
ORD15742,C1391,2025-09-09,University Ave,Brewed Coffee,Pour Over,2,3.49,Mobile Pay,5.0,6.98,September,Tuesday,27,Male,False,2024-05-11,25-34
ORD15743,C1261,2025-06-06,Riverside,Brewed Coffee,Drip Coffee,2,3.06,Mobile Pay,5.0,6.12,June,Friday,26,Male,False,2025-08-25,25-34
ORD15744,C1183,2025-04-10,Downtown,Pastries,Cinnamon Roll,2,2.68,Card,,5.36,April,Thursday,54,Female,False,2025-09-22,45-54
ORD15745,C1319,2025-05-24,Downtown,Food,Breakfast Sandwich,3,6.09,Mobile Pay,,18.27,May,Saturday,57,Female,True,2025-12-06,55+
ORD15746,C1026,2025-01-03,Riverside,Brewed Coffee,Drip Coffee,1,2.8,Card,3.0,2.8,January,Friday,38,Female,False,2024-11-20,35-44
ORD15747,C1456,2025-04-20,Riverside,Espresso Drinks,Flat White,1,4.92,Mobile Pay,,4.92,April,Sunday,25,Female,True,2025-07-14,25-34
ORD15748,C1486,2025-08-04,University Ave,Espresso Drinks,Americano,1,4.79,Cash,4.0,4.79,August,Monday,43,Female,False,2024-08-11,35-44
ORD15749,C1023,2025-02-20,Riverside,Espresso Drinks,Latte,2,5.31,Mobile Pay,4.0,10.62,February,Thursday,66,Male,False,2025-10-26,55+
ORD15750,C1362,2025-02-13,Riverside,Espresso Drinks,Latte,1,4.02,Gift Card,,4.02,February,Thursday,29,Male,False,2025-07-12,25-34
ORD15751,C1244,2025-08-27,Downtown,Food,Avocado Toast,1,6.32,Mobile Pay,,6.32,August,Wednesday,50,Female,False,2024-07-25,45-54
ORD15752,C1367,2025-06-05,University Ave,Food,Breakfast Sandwich,1,7.52,Mobile Pay,4.0,7.52,June,Thursday,34,Female,False,2025-01-20,25-34
ORD15753,C1501,2025-02-19,Downtown,Brewed Coffee,Drip Coffee,2,3.37,Card,4.0,6.74,February,Wednesday,51,Male,False,2025-01-12,45-54
ORD15754,C1478,2025-09-30,Downtown,Tea,Herbal Tea,2,3.83,Card,,7.66,September,Tuesday,52,Female,False,2024-12-07,45-54
ORD15755,C1218,2025-10-10,University Ave,Food,Avocado Toast,1,5.74,Card,,5.74,October,Friday,41,Female,True,2025-02-22,35-44
ORD15756,C1283,2025-01-13,Riverside,Espresso Drinks,Latte,2,5.48,Card,,10.96,January,Monday,43,Female,False,2024-10-03,35-44
ORD15757,C1229,2025-03-15,Riverside,Brewed Coffee,Pour Over,2,2.94,Gift Card,,5.88,March,Saturday,27,Female,False,2024-10-16,25-34
ORD15758,C1204,2025-05-15,Downtown,Tea,Green Tea,1,3.97,Card,,3.97,May,Thursday,41,Male,True,2025-06-13,35-44
ORD15759,C1200,2025-09-24,University Ave,Tea,Herbal Tea,2,4.7,Cash,2.0,9.4,September,Wednesday,37,Male,True,2024-02-14,35-44
ORD15760,C1544,2025-01-27,Downtown,Espresso Drinks,Americano,1,5.09,Card,4.0,5.09,January,Monday,61,Female,False,2024-12-28,55+
ORD15761,C1047,2025-10-21,Downtown,Brewed Coffee,Pour Over,3,3.07,Card,,9.21,October,Tuesday,64,Female,False,2024-11-13,55+
ORD15762,C1472,2025-04-27,Riverside,Food,Bagel,3,7.4,Card,,22.2,April,Sunday,40,Male,False,2025-06-26,35-44
ORD15763,C1230,2025-02-15,Downtown,Espresso Drinks,Cappuccino,1,5.04,Cash,2.0,5.04,February,Saturday,42,Female,True,2025-11-01,35-44
ORD15764,C1149,2025-11-11,Downtown,Brewed Coffee,Cold Brew,2,4.01,Cash,,8.02,November,Tuesday,21,Female,False,2025-02-25,18-24
ORD15765,C1501,2025-02-01,University Ave,Food,Breakfast Sandwich,2,5.97,Card,4.0,11.94,February,Saturday,51,Male,False,2025-01-12,45-54
ORD15766,C1602,2025-02-17,Downtown,Espresso Drinks,Cappuccino,3,4.09,Card,5.0,12.27,February,Monday,56,Male,True,2025-11-10,55+
ORD15767,C1068,2025-12-12,University Ave,Food,Breakfast Sandwich,1,6.18,Mobile Pay,,6.18,December,Friday,21,Female,False,2025-07-20,18-24
ORD15768,C1097,2025-07-09,University Ave,Tea,Chai Latte,1,3.93,Card,4.0,3.93,July,Wednesday,53,Male,False,2025-05-25,45-54
ORD15769,C1463,2025-06-18,Downtown,Espresso Drinks,Cappuccino,1,4.4,Mobile Pay,5.0,4.4,June,Wednesday,39,Female,False,2025-06-10,35-44
ORD15770,C1538,2025-09-08,Downtown,Food,Avocado Toast,3,8.0,Card,,24.0,September,Monday,46,Male,True,2024-11-30,45-54
ORD15771,C1532,2025-08-18,Downtown,Pastries,Scone,2,3.73,Mobile Pay,,7.46,August,Monday,26,Female,True,2024-09-04,25-34
ORD15772,C1484,2025-08-12,University Ave,Brewed Coffee,Pour Over,1,2.84,Cash,,2.84,August,Tuesday,42,Female,False,2024-10-28,35-44
ORD15773,C1193,2025-01-09,University Ave,Brewed Coffee,Pour Over,1,2.75,Mobile Pay,,2.75,January,Thursday,36,Male,True,2025-12-06,35-44
ORD15774,C1367,2025-07-20,University Ave,Espresso Drinks,Latte,3,5.13,Mobile Pay,4.0,15.39,July,Sunday,34,Female,False,2025-01-20,25-34
ORD15775,C1471,2025-04-12,University Ave,Tea,Chai Latte,2,4.05,Card,3.0,8.1,April,Saturday,59,Male,True,2025-11-03,55+
ORD15776,C1228,2025-10-21,University Ave,Brewed Coffee,Cold Brew,3,4.21,Mobile Pay,,12.63,October,Tuesday,46,Female,False,2024-12-13,45-54
ORD15777,C1451,2025-07-03,Downtown,Espresso Drinks,Espresso Shot,1,5.67,Gift Card,2.0,5.67,July,Thursday,66,Female,True,2025-02-06,55+
ORD15778,C1630,2025-02-15,Riverside,Brewed Coffee,Drip Coffee,2,3.63,Mobile Pay,2.0,7.26,February,Saturday,56,Male,True,2024-08-01,55+
ORD15779,C1395,2025-11-19,University Ave,Espresso Drinks,Flat White,1,5.09,Cash,,5.09,November,Wednesday,63,Male,True,2025-09-15,55+
ORD15780,C1101,2025-04-14,Riverside,Brewed Coffee,Pour Over,1,3.77,Card,4.0,3.77,April,Monday,28,Female,True,2025-09-19,25-34
ORD15781,C1626,2025-04-09,University Ave,Espresso Drinks,Flat White,1,5.55,Mobile Pay,,5.55,April,Wednesday,35,Female,True,2024-09-28,35-44
ORD15782,C1512,2025-12-07,Downtown,Espresso Drinks,Flat White,1,4.18,Cash,,4.18,December,Sunday,61,Male,False,2024-05-17,55+
ORD15783,C1518,2025-10-10,University Ave,Brewed Coffee,Cold Brew,2,4.25,Card,3.0,8.5,October,Friday,42,Male,False,2024-02-02,35-44
ORD15784,C1088,2025-11-09,University Ave,Pastries,Cinnamon Roll,1,3.85,Mobile Pay,,3.85,November,Sunday,57,Male,True,2024-08-02,55+
ORD15785,C1045,2025-08-30,University Ave,Espresso Drinks,Espresso Shot,2,4.76,Mobile Pay,5.0,9.52,August,Saturday,68,Male,False,2025-07-07,55+
ORD15786,C1600,2025-11-28,Riverside,Pastries,Muffin,1,3.34,Card,,3.34,November,Friday,50,Male,True,2025-07-15,45-54
ORD15787,C1392,2025-02-11,Downtown,Pastries,Cinnamon Roll,3,4.46,Card,5.0,13.38,February,Tuesday,37,Female,False,2025-03-16,35-44
ORD15788,C1456,2025-08-07,Downtown,Brewed Coffee,Pour Over,2,3.57,Card,3.0,7.14,August,Thursday,25,Female,True,2025-07-14,25-34
ORD15789,C1380,2025-04-17,Downtown,Espresso Drinks,Latte,2,5.17,Card,,10.34,April,Thursday,18,Male,False,2025-01-24,18-24
ORD15790,C1395,2025-05-26,Riverside,Brewed Coffee,Drip Coffee,1,3.66,Cash,,3.66,May,Monday,63,Male,True,2025-09-15,55+
ORD15791,C1169,2025-03-28,Riverside,Espresso Drinks,Latte,3,5.19,Card,,15.57,March,Friday,19,Female,True,2024-02-01,18-24
ORD15792,C1300,2025-03-16,Riverside,Espresso Drinks,Americano,2,4.3,Card,4.0,8.6,March,Sunday,36,Male,False,2025-10-27,35-44
ORD15793,C1276,2025-06-11,Riverside,Espresso Drinks,Latte,2,4.45,Card,,8.9,June,Wednesday,42,Male,True,2024-12-18,35-44
ORD15794,C1559,2025-12-01,Riverside,Pastries,Muffin,1,2.91,Card,,2.91,December,Monday,62,Female,True,2024-02-26,55+
ORD15795,C1617,2025-08-20,Downtown,Espresso Drinks,Americano,1,5.16,Card,5.0,5.16,August,Wednesday,31,Male,False,2025-04-15,25-34
ORD15796,C1165,2025-05-08,Downtown,Tea,Green Tea,1,3.27,Card,5.0,3.27,May,Thursday,60,Male,False,2024-05-25,55+
ORD15797,C1222,2025-06-07,Downtown,Tea,Green Tea,2,4.09,Card,,8.18,June,Saturday,54,Male,False,2025-10-13,45-54
ORD15798,C1197,2025-07-12,Riverside,Brewed Coffee,Cold Brew,2,3.54,Gift Card,,7.08,July,Saturday,24,Male,False,2025-11-25,18-24
ORD15799,C1448,2025-03-31,Downtown,Food,Avocado Toast,1,7.81,Mobile Pay,,7.81,March,Monday,45,Male,False,2025-12-03,45-54
ORD15800,C1156,2025-07-09,University Ave,Pastries,Scone,1,2.99,Mobile Pay,4.0,2.99,July,Wednesday,24,Female,False,2024-12-15,18-24
ORD15801,C1038,2025-09-11,Riverside,Espresso Drinks,Americano,1,4.09,Card,,4.09,September,Thursday,32,Male,False,2025-02-23,25-34
