order_id,customer_id,order_date,store_location,category,item,quantity,unit_price,payment_method,satisfaction_rating
ORD14708,C1134,2025-04-28,University Ave,Espresso Drinks,Espresso Shot,1,5.02,Mobile Pay,4.0
ORD14709,C1489,2025-01-22,University Ave,Espresso Drinks,Americano,2,3.91,Card,4.0
ORD14710,C1395,2025-01-07,Riverside,Espresso Drinks,Cappuccino,2,5.72,Gift Card,
ORD14711,C1079,2025-09-27,Downtown,Pastries,Cinnamon Roll,1,2.68,Card,5.0
ORD14712,C1219,2025-05-18,Downtown,Pastries,Croissant,1,4.45,Card,
ORD14713,C1495,2025-11-02,University Ave,Pastries,Croissant,1,3.5,Cash,
ORD14714,C1118,2025-03-25,University Ave,Pastries,Cinnamon Roll,2,3.8,Card,3.0
ORD14715,C1030,2025-12-02,Downtown,Food,Avocado Toast,2,6.69,Card,4.0
ORD14716,C1455,2025-12-09,University Ave,Espresso Drinks,Flat White,2,4.44,Mobile Pay,3.0
ORD14717,C1189,2025-02-07,University Ave,Food,Bagel,1,7.3,Card,4.0
ORD14718,C1481,2025-08-24,University Ave,Brewed Coffee,Drip Coffee,3,3.33,Cash,5.0
ORD14719,C1318,2025-12-09,Downtown,Tea,Herbal Tea,1,3.65,Cash,
ORD14720,C1541,2025-04-28,Riverside,Tea,Herbal Tea,2,4.33,Mobile Pay,4.0
ORD14721,C1080,2025-01-25,University Ave,Pastries,Muffin,3,4.0,Mobile Pay,
ORD14722,C1548,2025-11-15,Downtown,Espresso Drinks,Espresso Shot,1,5.13,Card,
ORD14723,C1348,2025-06-22,University Ave,Food,Bagel,1,7.87,Card,
ORD14724,C1162,2025-01-10,Riverside,Tea,Chai Latte,2,4.05,Mobile Pay,
ORD14725,C1430,2025-11-02,University Ave,Pastries,Croissant,1,3.94,Card,
ORD14726,C1544,2025-09-05,Riverside,Pastries,Cinnamon Roll,3,4.08,Card,
ORD14727,C1228,2025-01-26,Downtown,Pastries,Muffin,1,3.99,Mobile Pay,
ORD14728,C1220,2025-04-05,University Ave,Espresso Drinks,Flat White,1,4.94,Card,
ORD14729,C1221,2025-01-07,University Ave,Food,Breakfast Sandwich,1,7.39,Mobile Pay,
ORD14730,C1414,2025-12-14,Riverside,Tea,Green Tea,1,3.48,Card,
ORD14731,C1452,2025-01-10,Downtown,Food,Avocado Toast,2,8.13,Cash,
ORD14732,C1051,2025-10-17,Downtown,Tea,Herbal Tea,3,3.61,Gift Card,3.0
ORD14733,C1340,2025-07-06,Downtown,Espresso Drinks,Espresso Shot,2,4.25,Card,5.0
ORD14734,C1228,2025-08-01,university ave,Espresso Drinks,Flat White,1,4.79,Card,
ORD14735,C1515,2025-10-23,Riverside,Pastries,Scone,1,4.33,Gift Card,
ORD14736,C1536,2025-11-22, Riverside ,Food,Avocado Toast,2,6.63,Card,
ORD14737,C1170,2025-02-16,downtown,Tea,Chai Latte,3,3.9,Card,
ORD14738,C1145,2025-01-07,University Ave,Espresso Drinks,Latte,1,5.71,Card,
ORD14739,C1626,2025-02-15,Riverside,Espresso Drinks,Espresso Shot,2,5.68,Card,
ORD14740,C1647,2025-09-06,Downtown,Espresso Drinks,Cappuccino,1,5.06,Mobile Pay,4.0
ORD14741,C1162,2025-07-26,University Ave,Espresso Drinks,Espresso Shot,1,5.16,Card,
ORD14742,C1511,2025-01-31,Downtown,Espresso Drinks,Americano,2,3.78,Cash,
ORD14743,C1396,2025-03-27,University Ave,Food,Bagel,1,7.27,Gift Card,4.0
ORD14744,C1445,2025-07-15,University Ave,Brewed Coffee,Cold Brew,1,3.87,Card,
ORD14745,C1267,2025-09-23,Riverside,Espresso Drinks,Cappuccino,1,4.0,Mobile Pay,2.0
ORD14746,C1184,2025-05-05,Riverside,Espresso Drinks,Flat White,1,4.07,Cash,5.0
ORD14747,C1507,2025-12-12,Downtown,Espresso Drinks,Flat White,1,4.85,Card,
ORD14748,C1121,2025-12-28,Riverside,Espresso Drinks,Americano,1,4.54,Card,5.0
ORD14749,C1136,2025-10-06,University Ave,Food,Breakfast Sandwich,1,6.8,Card,4.0
ORD14750,C1640,2025-06-15,Riverside,Espresso Drinks,Cappuccino,1,5.03,Mobile Pay,
ORD14751,C1313,2025-11-16,Downtown,Espresso Drinks,Americano,2,3.86,Mobile Pay,
ORD14752,C1012,2025-09-22,Downtown,Brewed Coffee,Cold Brew,3,3.27,Card,5.0
ORD14753,C1293,2025-07-09,Downtown,Food,Bagel,1,6.34,Card,3.0
ORD14754,C1540,2025-06-11,riverside,Brewed Coffee,Drip Coffee,3,2.76,Cash,
ORD14755,C1634,2025-10-30,University Ave,Espresso Drinks,Flat White,3,4.63,Mobile Pay,
ORD14756,C1382,2025-07-22,Riverside,Espresso Drinks,Americano,2,4.26,Card,
ORD14757,C1155,2025-03-08,Downtown,Food,Bagel,2,8.02,Card,
ORD14758,C1048,2025-12-30,riverside,Espresso Drinks,Cappuccino,2,5.68,Mobile Pay,4.0
ORD14759,C1306,2025-01-25,Downtown,Brewed Coffee,Cold Brew,2,3.51,Card,
ORD14760,C1069,2025-09-10,University Ave,Brewed Coffee,Cold Brew,3,3.97,Mobile Pay,3.0
ORD14761,C1408,2025-08-27,Riverside,Brewed Coffee,Cold Brew,2,3.37,Card,5.0
ORD14762,C1205,2025-08-02,Riverside,Pastries,Scone,2,2.77,Card,
ORD14763,C1144,2025-01-19,Downtown,Brewed Coffee,Cold Brew,2,4.08,Mobile Pay,
ORD14764,C1076,2025-06-29, Riverside ,Tea,Green Tea,1,3.41,Mobile Pay,4.0
ORD14765,C1475,2025-11-21,Riverside,Tea,Green Tea,3,4.7,Card,4.0
ORD14766,C1643,2025-03-29,Downtown,Espresso Drinks,Latte,2,4.21,Mobile Pay,
ORD14767,C1367,2025-09-09,University Ave,Food,Bagel,1,7.08,Cash,
ORD14768,C1600,2025-11-09,University Ave,Espresso Drinks,Espresso Shot,2,4.71,Mobile Pay,
ORD14769,C1437,2025-12-13,Riverside,Pastries,Muffin,3,4.08,Mobile Pay,
ORD14770,C1256,2025-07-07,Downtown,Pastries,Scone,1,2.76,Mobile Pay,
ORD14771,C1121,2025-04-25,Riverside,Pastries,Croissant,2,2.99,Mobile Pay,3.0
ORD14772,C1060,2025-09-12,university ave,Espresso Drinks,Latte,2,4.1,Card,
ORD14773,C1419,2025-06-26,Downtown,Brewed Coffee,Pour Over,1,2.95,Cash,
ORD14774,C1517,2025-08-17,University Ave,Tea,Chai Latte,1,4.64,Cash,
ORD14775,C1432,2025-09-27,Downtown,Espresso Drinks,Cappuccino,1,4.64,Mobile Pay,4.0
ORD14776,C1549,2025-09-16, Riverside ,Pastries,Croissant,3,2.77,Card,3.0
ORD14777,C1388,2025-03-30,Downtown,Food,Breakfast Sandwich,2,7.8,Card,4.0
ORD14778,C1258,2025-10-03,Riverside,Brewed Coffee,Drip Coffee,1,2.92,Gift Card,4.0
ORD14779,C1397,2025-07-17,Downtown,Espresso Drinks,Espresso Shot,3,4.92,Card,
ORD14780,C1001,2025-12-05,Riverside,Tea,Chai Latte,2,4.41,Mobile Pay,
ORD14781,C1451,2025-08-29,Downtown,Pastries,Muffin,1,3.63,Gift Card,
ORD14782,C1532,2025-11-21,Downtown,Pastries,Cinnamon Roll,1,2.54,Mobile Pay,
ORD14783,C1496,2025-12-23,Riverside,Pastries,Muffin,1,2.51,Card,3.0
ORD14784,C1200,2025-12-29,University Ave,Pastries,Muffin,1,3.04,Mobile Pay,
ORD14785,C1641,2025-09-29,Riverside,Espresso Drinks,Flat White,2,4.37,Card,
ORD14786,C1177,2025-08-06,Downtown,Tea,Green Tea,2,4.44,Card,4.0
ORD14787,C1133,2025-02-12,University Ave,Espresso Drinks,Flat White,1,4.99,Mobile Pay,
ORD14788,C1380,2025-05-21,Downtown,Espresso Drinks,Cappuccino,1,4.67,Card,
ORD14789,C1560,2025-06-23,Riverside,Espresso Drinks,Espresso Shot,2,5.55,Card,
ORD14790,C1222,2025-10-12,Downtown,Pastries,Scone,1,4.18,Mobile Pay,
ORD14791,C1082,2025-08-03,Downtown,Pastries,Muffin,1,4.45,Mobile Pay,
ORD14792,C1420,2025-06-09, Riverside ,Espresso Drinks,Latte,3,4.72,Card,2.0
ORD14793,C1178,2025-02-23,Downtown,Espresso Drinks,Latte,3,5.17,Card,
ORD14794,C1295,2025-09-18,Downtown,Pastries,Cinnamon Roll,2,3.94,Card,3.0
ORD14795,C1560,2025-06-07,Riverside,Espresso Drinks,Latte,1,4.71,Cash,4.0
ORD14796,C1471,2025-01-14,Riverside,Espresso Drinks,Espresso Shot,3,4.38,Card,4.0
ORD14797,C1060,2025-04-14,University Ave,Espresso Drinks,Flat White,1,5.54,Gift Card,
ORD14798,C1043,2025-11-17,Downtown,Espresso Drinks,Americano,2,5.08,Card,5.0
ORD14799,C1234,2025-02-13,university ave,Espresso Drinks,Espresso Shot,1,5.22,Card,
ORD14800,C1182,2025-05-28,Downtown,Pastries,Muffin,1,3.92,Card,2.0
ORD14801,C1305,2025-07-06,Downtown,Tea,Green Tea,3,3.71,Card,3.0
ORD14802,C1548,2025-01-31,University Ave,Brewed Coffee,Drip Coffee,1,2.8,Card,4.0
ORD14803,C1124,2025-03-02,University Ave,Tea,Green Tea,2,3.38,Card,
ORD14804,C1276,2025-12-09,Riverside,Brewed Coffee,Pour Over,1,4.02,Gift Card,3.0
ORD14805,C1601,2025-08-03,Downtown,Pastries,Cinnamon Roll,1,3.55,Gift Card,
ORD14806,C1379,2025-03-18,Downtown,Food,Avocado Toast,2,8.38,Card,
ORD14807,C1121,2025-03-03,Downtown,Tea,Green Tea,1,3.72,Mobile Pay,
ORD14808,C1509,2025-06-04,Riverside,Pastries,Muffin,1,2.81,Cash,5.0
ORD14809,C1047,2025-09-21,Riverside,Brewed Coffee,Cold Brew,1,3.83,Card,
ORD14810,C1129,2025-09-23,University Ave,Brewed Coffee,Drip Coffee,2,3.39,Cash,
ORD14811,C1420,2025-03-13,Downtown,Espresso Drinks,Cappuccino,1,5.09,Card,4.0
ORD14812,C1089,2025-09-22,University Ave,Tea,Herbal Tea,1,4.56,Gift Card,
ORD14813,C1394,2025-11-23,Riverside,Espresso Drinks,Flat White,1,5.2,Mobile Pay,
ORD14814,C1089,2025-03-24,Downtown,Pastries,Cinnamon Roll,1,4.25,Card,
ORD14815,C1249,2025-01-10,Riverside,Pastries,Cinnamon Roll,2,3.18,Cash,
ORD14816,C1102,2025-12-16,University Ave,Brewed Coffee,Drip Coffee,1,3.03,Mobile Pay,
ORD14817,C1147,2025-07-10,University Ave,Tea,Chai Latte,3,4.73,Card,4.0
ORD14818,C1586,2025-10-10,downtown,Tea,Green Tea,1,4.56,Card,3.0
ORD14819,C1234,2025-04-27,Downtown,Tea,Herbal Tea,1,4.73,Card,3.0
ORD14820,C1127,2025-04-19,Riverside,Tea,Herbal Tea,1,4.55,Mobile Pay,
ORD14821,C1569,2025-03-23,University Ave,Espresso Drinks,Flat White,1,4.19,Mobile Pay,
ORD14822,C1420,2025-03-20,Riverside,Tea,Chai Latte,2,4.57,Card,5.0
ORD14823,C1376,2025-06-21,University Ave,Tea,Herbal Tea,1,3.46,Card,
ORD14824,C1480,2025-02-08,Downtown,Espresso Drinks,Americano,1,5.23,Card,
ORD14825,C1398,2025-11-03,University Ave,Espresso Drinks,Latte,2,4.13,Card,
ORD14826,C1217,2025-07-06,downtown,Brewed Coffee,Pour Over,2,3.45,Cash,
ORD14827,C1548,2025-11-30,University Ave,Espresso Drinks,Latte,3,5.34,Card,
ORD14828,C1489,2025-07-02,Riverside,Espresso Drinks,Espresso Shot,1,3.84,Card,
ORD14829,C1169,2025-04-21,University Ave,Food,Avocado Toast,1,6.37,Card,5.0
ORD14830,C1328,2025-07-07,Riverside,Pastries,Muffin,1,2.62,Card,3.0
ORD14831,C1212,2025-02-26,Riverside,Brewed Coffee,Cold Brew,3,3.85,Card,
ORD14832,C1590,2025-10-27,Downtown,Brewed Coffee,Drip Coffee,3,3.81,Card,
ORD14833,C1108,2025-09-20,University Ave,Pastries,Scone,2,3.16,Card,3.0
ORD14834,C1010,2025-02-23,Riverside,Espresso Drinks,Flat White,3,5.49,Card,3.0
ORD14835,C1430,2025-07-31,Riverside,Espresso Drinks,Cappuccino,3,5.55,Card,
ORD14836,C1002,2025-07-15,Riverside,Espresso Drinks,Latte,1,5.61,Cash,
ORD14837,C1052,2025-03-15,University Ave,Brewed Coffee,Pour Over,2,3.02,Mobile Pay,
ORD14838,C1574,2025-02-14,Downtown,Espresso Drinks,Flat White,3,4.26,Mobile Pay,4.0
ORD14839,C1370,2025-10-04,University Ave,Pastries,Muffin,1,4.28,Cash,
ORD14840,C1272,2025-04-07,university ave,Brewed Coffee,Cold Brew,2,4.21,Card,
ORD14841,C1444,2025-07-08,Downtown,Espresso Drinks,Cappuccino,1,5.57,Card,
ORD14842,C1369,2025-04-01,Downtown,Brewed Coffee,Drip Coffee,1,3.96,Card,5.0
ORD14843,C1387,2025-08-26,Riverside,Tea,Herbal Tea,2,4.63,Card,
ORD14844,C1522,2025-01-18,Downtown,Brewed Coffee,Cold Brew,3,3.64,Card,
ORD14845,C1053,2025-05-11,University Ave,Espresso Drinks,Latte,3,5.73,Card,
ORD14846,C1062,2025-07-19,Riverside,Pastries,Scone,2,4.28,Card,
ORD14847,C1123,2025-06-09,University Ave,Pastries,Cinnamon Roll,3,4.34,Card,
ORD14848,C1372,2025-08-11,Riverside,Pastries,Cinnamon Roll,2,3.66,Mobile Pay,
ORD14849,C1293,2025-03-07,Downtown,Brewed Coffee,Pour Over,1,3.92,Gift Card,
ORD14850,C1140,2025-06-10,Riverside,Food,Bagel,1,8.49,Mobile Pay,2.0
ORD14851,C1467,2025-10-03,Downtown,Brewed Coffee,Pour Over,1,3.57,Card,4.0
ORD14852,C1106,2025-05-02,Downtown,Food,Bagel,2,5.56,Card,
ORD14853,C1213,2025-02-27,University Ave,Espresso Drinks,Americano,1,3.8,Card,4.0
ORD14854,C1574,2025-11-05,Riverside,Food,Bagel,1,7.23,Mobile Pay,
ORD14855,C1565,2025-10-11,University Ave,Tea,Herbal Tea,1,4.56,Mobile Pay,5.0
ORD14856,C1337,2025-09-05,Downtown,Brewed Coffee,Pour Over,2,2.99,Card,4.0
ORD14857,C1461,2025-10-18,Downtown,Food,Bagel,1,7.47,Card,5.0
ORD14858,C1499,2025-10-11,riverside,Tea,Green Tea,1,4.49,Mobile Pay,
ORD14859,C1088,2025-09-29,University Ave,Brewed Coffee,Drip Coffee,1,3.42,Card,4.0
ORD14860,C1031,2025-07-05,Riverside,Espresso Drinks,Americano,1,4.42,Card,
ORD14861,C1050,2025-01-08,University Ave,Espresso Drinks,Flat White,2,5.22,Card,
ORD14862,C1198,2025-08-06,Riverside,Espresso Drinks,Latte,2,5.44,Mobile Pay,4.0
ORD14863,C1304,2025-04-10,Riverside,Pastries,Scone,1,4.13,Card,
ORD14864,C1464,2025-10-09,Riverside,Espresso Drinks,Flat White,1,5.21,Card,3.0
ORD14865,C1326,2025-06-20,Downtown,Tea,Chai Latte,3,4.74,Card,
ORD14866,C1402,2025-11-26,Downtown,Brewed Coffee,Drip Coffee,3,3.57,Card,4.0
ORD14867,C1298,2025-08-05,downtown,Brewed Coffee,Drip Coffee,1,3.42,Mobile Pay,
ORD14868,C1610,2025-07-20,University Ave,Brewed Coffee,Drip Coffee,1,2.92,Gift Card,4.0
ORD14869,C1414,2025-12-01,Riverside,Tea,Herbal Tea,2,4.46,Card,
ORD14870,C1086,2025-06-22,Downtown,Pastries,Croissant,1,3.54,Card,
ORD14871,C1020,2025-05-17,Downtown,Food,Bagel,3,7.43,Cash,
ORD14872,C1169,2025-05-16,Downtown,Pastries,Cinnamon Roll,1,2.79,Cash,4.0
ORD14873,C1356,2025-11-15,Riverside,Espresso Drinks,Cappuccino,1,4.12,Card,5.0
ORD14874,C1356,2025-10-03,Riverside,Espresso Drinks,Cappuccino,2,5.24,Mobile Pay,4.0
ORD14875,C1343,2025-03-01,Downtown,Tea,Herbal Tea,2,3.62,Gift Card,4.0
ORD14876,C1274,2025-06-29, Downtown ,Espresso Drinks,Latte,1,4.06,Mobile Pay,2.0
ORD14877,C1566,2025-05-16,University Ave,Espresso Drinks,Espresso Shot,1,4.56,Mobile Pay,5.0
ORD14878,C1571,2025-08-24,University Ave,Tea,Chai Latte,2,4.28,Card,3.0
ORD14879,C1031,2025-01-20,University Ave,Brewed Coffee,Drip Coffee,2,3.42,Mobile Pay,
ORD14880,C1352,2025-09-17,Riverside,Pastries,Muffin,2,2.59,Gift Card,
ORD14881,C1053,2025-09-28,Downtown,Food,Avocado Toast,1,7.77,Mobile Pay,4.0
ORD14882,C1463,2025-03-24,University Ave,Pastries,Scone,2,3.05,Card,5.0
ORD14883,C1589,2025-02-24,Downtown,Brewed Coffee,Cold Brew,2,3.14,Card,5.0
ORD14884,C1577,2025-08-17,Downtown,Espresso Drinks,Latte,2,4.46,Mobile Pay,5.0
ORD14885,C1353,2025-04-04,University Ave,Pastries,Scone,1,2.72,Mobile Pay,2.0
ORD14886,C1272,2025-12-09,Downtown,Espresso Drinks,Cappuccino,1,4.42,Mobile Pay,
ORD14887,C1349,2025-10-10,Downtown,Espresso Drinks,Latte,3,4.65,Cash,5.0
ORD14888,C1074,2025-12-14,Riverside,Espresso Drinks,Americano,1,5.21,Mobile Pay,5.0
ORD14889,C1411,2025-07-14,Downtown,Food,Bagel,1,7.22,Card,5.0
ORD14890,C1079,2025-12-08,Riverside,Espresso Drinks,Espresso Shot,1,5.34,Card,2.0
ORD14891,C1016,2025-01-06,University Ave,Espresso Drinks,Latte,1,4.19,Mobile Pay,
ORD14892,C1079,2025-04-16,Downtown,Espresso Drinks,Latte,2,4.13,Card,
ORD14893,C1175,2025-01-01,Riverside,Brewed Coffee,Pour Over,2,2.88,Mobile Pay,3.0
ORD14894,C1216,2025-09-04,University Ave,Brewed Coffee,Cold Brew,1,3.46,Mobile Pay,4.0
ORD14895,C1543,2025-07-05,Riverside,Tea,Herbal Tea,2,4.07,Mobile Pay,
ORD14896,C1293,2025-04-15,University Ave,Food,Bagel,2,5.85,Card,3.0
ORD14897,C1454,2025-04-22,Downtown,Tea,Green Tea,3,4.53,Card,
ORD14898,C1040,2025-08-23,Riverside,Food,Breakfast Sandwich,2,6.16,Mobile Pay,
ORD14899,C1419,2025-03-07,Riverside,Brewed Coffee,Drip Coffee,1,3.36,Mobile Pay,
ORD14900,C1469,2025-07-07,Riverside,Pastries,Muffin,1,4.21,Cash,3.0
ORD14901,C1002,2025-08-12,Downtown,Espresso Drinks,Americano,3,4.33,Card,4.0
ORD14902,C1281,2025-03-29,University Ave,Food,Breakfast Sandwich,3,6.38,Card,
ORD14903,C1023,2025-03-25,Downtown,Food,Bagel,3,7.88,Mobile Pay,
ORD14904,C1017,2025-05-09,Riverside,Tea,Herbal Tea,1,4.18,Card,
ORD14905,C1112,2025-08-04,University Ave,Brewed Coffee,Cold Brew,1,3.33,Card,
ORD14906,C1538,2025-04-03,Downtown,Tea,Herbal Tea,3,3.61,Card,4.0
ORD14907,C1087,2025-05-19,Riverside,Espresso Drinks,Americano,1,3.95,Card,
ORD14908,C1257,2025-07-17,Riverside,Food,Breakfast Sandwich,2,7.45,Card,4.0
ORD14909,C1110,2025-03-09,Downtown,Espresso Drinks,Flat White,3,4.92,Cash,3.0
ORD14910,C1309,2025-07-27,Riverside,Espresso Drinks,Espresso Shot,1,3.82,Card,4.0
ORD14911,C1289,2025-02-20,Riverside,Espresso Drinks,Cappuccino,1,5.29,Mobile Pay,
ORD14912,C1515,2025-02-21,University Ave,Espresso Drinks,Flat White,2,4.09,Card,
ORD14913,C1190,2025-03-28,Downtown,Espresso Drinks,Latte,3,3.78,Cash,4.0
ORD14914,C1538,2025-04-15,Riverside,Brewed Coffee,Drip Coffee,2,3.03,Gift Card,
ORD14915,C1004,2025-01-11,Riverside,Food,Avocado Toast,1,6.87,Card,
ORD14916,C1308,2025-12-17,University Ave,Tea,Green Tea,1,4.71,Mobile Pay,3.0
ORD14917,C1517,2025-04-23,Downtown,Espresso Drinks,Latte,2,4.47,Cash,
ORD14918,C1328,2025-10-20,Downtown,Pastries,Cinnamon Roll,3,3.12,Card,4.0
ORD14919,C1492,2025-11-25,University Ave,Tea,Green Tea,1,3.35,Mobile Pay,
ORD14920,C1191,2025-10-19,downtown,Espresso Drinks,Latte,1,5.08,Cash,2.0
ORD14921,C1409,2025-10-30,University Ave,Espresso Drinks,Flat White,2,5.08,Card,4.0
ORD14922,C1015,2025-02-06, University Ave ,Brewed Coffee,Drip Coffee,3,3.31,Card,
ORD14923,C1113,2025-05-16,Riverside,Pastries,Croissant,1,2.7,Card,
ORD14924,C1129,2025-09-29,Downtown,Espresso Drinks,Espresso Shot,1,4.63,Mobile Pay,
ORD14925,C1333,2025-07-29,Downtown,Pastries,Cinnamon Roll,2,4.21,Cash,
ORD14926,C1016,2025-01-03,University Ave,Espresso Drinks,Cappuccino,1,3.83,Card,4.0
ORD14927,C1564,2025-07-26,University Ave,Tea,Herbal Tea,3,4.45,Mobile Pay,
ORD14928,C1272,2025-10-20,Riverside,Espresso Drinks,Flat White,1,4.92,Cash,
ORD14929,C1200,2025-10-29,University Ave,Brewed Coffee,Pour Over,3,3.37,Card,5.0
ORD14930,C1396,2025-05-20,Downtown,Espresso Drinks,Americano,2,4.59,Cash,
ORD14931,C1558,2025-03-28,University Ave,Espresso Drinks,Espresso Shot,3,3.94,Card,5.0
ORD14932,C1601,2025-04-23,Riverside,Espresso Drinks,Americano,2,5.4,Mobile Pay,
ORD14933,C1640,2025-04-18,Riverside,Brewed Coffee,Cold Brew,2,3.43,Card,3.0
ORD14934,C1192,2025-05-07,Downtown,Food,Bagel,1,8.43,Card,
ORD14935,C1406,2025-04-20,University Ave,Espresso Drinks,Flat White,3,3.94,Cash,3.0
ORD14936,C1008,2025-06-16,Riverside,Brewed Coffee,Cold Brew,1,4.21,Mobile Pay,
ORD14937,C1415,2025-01-15,University Ave,Brewed Coffee,Cold Brew,1,3.63,Gift Card,
ORD14938,C1630,2025-04-11,University Ave,Food,Breakfast Sandwich,2,6.57,Card,
ORD14939,C1649,2025-04-25,Downtown,Food,Avocado Toast,3,8.15,Mobile Pay,
ORD14940,C1166,2025-02-25,Riverside,Pastries,Cinnamon Roll,2,3.73,Mobile Pay,3.0
ORD14941,C1324,2025-11-16,Riverside,Espresso Drinks,Cappuccino,2,4.09,Mobile Pay,4.0
ORD14942,C1463,2025-09-03,Downtown,Food,Avocado Toast,2,6.7,Mobile Pay,3.0
ORD14943,C1535,2025-11-28,Riverside,Food,Bagel,1,5.57,Cash,
ORD14944,C1149,2025-07-24,University Ave,Espresso Drinks,Flat White,2,4.31,Gift Card,
ORD14945,C1065,2025-02-09,Riverside,Pastries,Muffin,1,3.22,Card,
ORD14946,C1263,2025-11-26,Riverside,Food,Breakfast Sandwich,1,6.67,Card,3.0
ORD14947,C1148,2025-06-16,Riverside,Tea,Herbal Tea,1,4.42,Cash,5.0
ORD14948,C1332,2025-09-07,Riverside,Tea,Herbal Tea,1,4.03,Card,4.0
ORD14949,C1344,2025-05-19,Downtown,Pastries,Croissant,3,4.29,Cash,
ORD14950,C1183,2025-06-29,riverside,Brewed Coffee,Pour Over,1,3.59,Card,
ORD14951,C1079,2025-06-28,Riverside,Brewed Coffee,Cold Brew,2,4.07,Gift Card,
ORD14952,C1113,2025-04-14,University Ave,Pastries,Scone,2,3.44,Card,
ORD14953,C1596,2025-07-21,Downtown,Espresso Drinks,Cappuccino,2,5.47,Card,4.0
ORD14954,C1197,2025-09-25,Riverside,Pastries,Croissant,1,3.6,Gift Card,
ORD14955,C1525,2025-01-08,Riverside,Food,Breakfast Sandwich,1,6.42,Card,
ORD14956,C1234,2025-02-17,Downtown,Tea,Chai Latte,1,3.66,Gift Card,4.0
ORD14957,C1138,2025-11-03,Downtown,Food,Avocado Toast,2,6.75,Gift Card,
ORD14958,C1118,2025-07-27,Riverside,Brewed Coffee,Drip Coffee,1,3.29,Cash,
ORD14959,C1355,2025-12-21,University Ave,Food,Avocado Toast,2,5.65,Mobile Pay,
ORD14960,C1502,2025-08-09,Downtown,Food,Breakfast Sandwich,2,8.33,Card,2.0
ORD14961,C1461,2025-08-26,university ave,Pastries,Cinnamon Roll,2,3.8,Card,
ORD14962,C1587,2025-11-24,Downtown,Brewed Coffee,Cold Brew,1,4.13,Card,4.0
ORD14963,C1518,2025-08-29,Downtown,Tea,Chai Latte,2,3.69,Gift Card,
ORD14964,C1489,2025-04-30,Riverside,Food,Bagel,3,5.72,Gift Card,3.0
ORD14965,C1375,2025-07-12,Downtown,Brewed Coffee,Cold Brew,1,3.58,Card,
ORD14966,C1227,2025-03-27,University Ave,Food,Bagel,1,5.63,Cash,5.0
ORD14967,C1382,2025-05-02,University Ave,Espresso Drinks,Latte,1,5.15,Card,
ORD14968,C1250,2025-09-05,Riverside,Pastries,Muffin,1,2.55,Cash,5.0
ORD14969,C1116,2025-02-24,Downtown,Espresso Drinks,Cappuccino,2,5.15,Cash,5.0
ORD14970,C1097,2025-09-02,Downtown,Espresso Drinks,Latte,1,4.34,Gift Card,
ORD14971,C1483,2025-08-01,Downtown,Pastries,Cinnamon Roll,1,2.77,Cash,5.0
ORD14972,C1244,2025-04-23,Downtown,Food,Bagel,1,7.18,Card,
ORD14973,C1428,2025-01-17,Riverside,Espresso Drinks,Flat White,1,3.83,Card,
ORD14974,C1195,2025-09-14,University Ave,Brewed Coffee,Drip Coffee,1,3.76,Mobile Pay,4.0
ORD14975,C1313,2025-10-28,Riverside,Food,Avocado Toast,2,7.23,Card,4.0
ORD14976,C1183,2025-09-23,Riverside,Espresso Drinks,Americano,1,4.45,Card,
ORD14977,C1314,2025-06-03,Downtown,Pastries,Cinnamon Roll,1,3.09,Card,
ORD14978,C1635,2025-08-26,Downtown,Brewed Coffee,Pour Over,1,3.25,Mobile Pay,
ORD14979,C1083,2025-05-31,Downtown,Pastries,Muffin,3,2.75,Card,
ORD14980,C1518,2025-05-11,Downtown,Brewed Coffee,Pour Over,3,2.81,Card,
ORD14981,C1625,2025-04-30,Riverside,Pastries,Cinnamon Roll,1,2.77,Mobile Pay,4.0
ORD14982,C1183,2025-03-18,University Ave,Brewed Coffee,Pour Over,1,3.23,Card,4.0
ORD14983,C1180,2025-12-19,Riverside,Espresso Drinks,Latte,2,4.74,Card,3.0
ORD14984,C1536,2025-08-31,Downtown,Espresso Drinks,Flat White,1,4.84,Card,4.0
ORD14985,C1213,2025-03-05,University Ave,Espresso Drinks,Americano,1,5.72,Card,2.0
ORD14986,C1512,2025-11-11,Downtown,Pastries,Croissant,2,4.2,Mobile Pay,
ORD14987,C1360,2025-02-25,Riverside,Pastries,Cinnamon Roll,1,4.29,Cash,
ORD14988,C1339,2025-08-05,Riverside,Espresso Drinks,Flat White,2,5.63,Cash,4.0
ORD14989,C1556,2025-03-02,Downtown,Espresso Drinks,Americano,1,5.71,Cash,
ORD14990,C1133,2025-05-12,Downtown,Espresso Drinks,Flat White,2,3.96,Cash,
ORD14991,C1411,2025-08-28,Riverside,Pastries,Scone,2,4.15,Mobile Pay,4.0
ORD14992,C1540,2025-12-30,Riverside,Espresso Drinks,Cappuccino,2,3.81,Card,4.0
ORD14993,C1178,2025-12-28,Riverside,Tea,Chai Latte,3,3.94,Card,
ORD14994,C1178,2025-11-22,Downtown,Espresso Drinks,Americano,1,5.36,Card,5.0
ORD14995,C1460,2025-03-27,Downtown,Pastries,Cinnamon Roll,1,4.33,Cash,
ORD14996,C1070,2025-02-04,University Ave,Food,Avocado Toast,1,7.99,Card,
ORD14997,C1315,2025-11-26,Downtown,Espresso Drinks,Espresso Shot,2,4.08,Mobile Pay,4.0
