order_id,customer_id,order_date,store_location,category,item,quantity,unit_price,payment_method,satisfaction_rating,total_amount,month,day_of_week
ORD15183,C1190,2025-10-24,Downtown,Food,Bagel,1,6.8,Card,,6.8,October,Friday
ORD15184,C1556,2025-02-05,Riverside,Espresso Drinks,Latte,2,4.55,Mobile Pay,1.0,9.1,February,Wednesday
ORD15185,C1415,2025-02-28,Downtown,Espresso Drinks,Flat White,2,4.5,Card,,9.0,February,Friday
ORD15186,C1168,2025-07-25,University Ave,Espresso Drinks,Flat White,1,5.48,Card,5.0,5.48,July,Friday
ORD15187,C1199,2025-08-29,Riverside,Pastries,Scone,1,3.57,Card,5.0,3.57,August,Friday
ORD15188,C1585,2025-12-24,University Ave,Brewed Coffee,Drip Coffee,3,3.43,Cash,,10.29,December,Wednesday
ORD15189,C1313,2025-10-02,Downtown,Food,Avocado Toast,2,6.55,Card,,13.1,October,Thursday
ORD15190,C1633,2025-03-19,University Ave,Espresso Drinks,Flat White,1,4.06,Card,,4.06,March,Wednesday
ORD15191,C1045,2025-01-14,Downtown,Pastries,Scone,2,3.85,Mobile Pay,,7.7,January,Tuesday
ORD15192,C1007,2025-08-19,Riverside,Pastries,Croissant,2,3.3,Card,,6.6,August,Tuesday
ORD15193,C1379,2025-07-21,Riverside,Food,Breakfast Sandwich,3,7.63,Mobile Pay,4.0,22.89,July,Monday
ORD15194,C1536,2025-12-02,University Ave,Pastries,Scone,3,4.5,Card,,13.5,December,Tuesday
ORD15195,C1422,2025-07-29,Downtown,Espresso Drinks,Latte,3,4.4,Mobile Pay,5.0,13.2,July,Tuesday
ORD15196,C1275,2025-07-02,Downtown,Pastries,Croissant,1,3.22,Cash,,3.22,July,Wednesday
ORD15197,C1345,2025-04-21,University Ave,Food,Breakfast Sandwich,1,8.31,Card,,8.31,April,Monday
ORD15198,C1582,2025-02-01,University Ave,Espresso Drinks,Latte,3,5.61,Card,2.0,16.83,February,Saturday
ORD15199,C1392,2025-11-15,Riverside,Espresso Drinks,Cappuccino,3,5.3,Card,,15.9,November,Saturday
ORD15200,C1000,2025-10-28,Downtown,Espresso Drinks,Espresso Shot,3,5.71,Card,4.0,17.13,October,Tuesday
ORD15201,C1469,2025-03-01,Downtown,Food,Breakfast Sandwich,1,8.42,Cash,,8.42,March,Saturday
ORD15202,C1118,2025-09-14,University Ave,Espresso Drinks,Espresso Shot,2,4.71,Mobile Pay,,9.42,September,Sunday
ORD15203,C1227,2025-05-13,University Ave,Brewed Coffee,Pour Over,1,3.18,Card,,3.18,May,Tuesday
ORD15204,C1384,2025-06-09,Downtown,Pastries,Scone,3,2.61,Card,4.0,7.83,June,Monday
ORD15205,C1176,2025-11-05,University Ave,Espresso Drinks,Americano,3,4.37,Card,5.0,13.11,November,Wednesday
ORD15206,C1602,2025-11-03,Downtown,Espresso Drinks,Flat White,3,3.82,Cash,,11.46,November,Monday
ORD15207,C1113,2025-03-11,Riverside,Tea,Chai Latte,1,4.32,Gift Card,,4.32,March,Tuesday
ORD15208,C1175,2025-04-22,Downtown,Tea,Chai Latte,2,4.52,Card,,9.04,April,Tuesday
ORD15209,C1493,2025-10-26,Riverside,Brewed Coffee,Cold Brew,2,3.83,Card,,7.66,October,Sunday
ORD15210,C1456,2025-11-30,University Ave,Food,Bagel,1,6.59,Card,4.0,6.59,November,Sunday
ORD15211,C1300,2025-01-29,Downtown,Espresso Drinks,Americano,2,4.94,Gift Card,,9.88,January,Wednesday
ORD15212,C1602,2025-10-31,Downtown,Brewed Coffee,Cold Brew,3,4.07,Card,,12.21,October,Friday
ORD15213,C1000,2025-06-28,Downtown,Brewed Coffee,Cold Brew,2,4.16,Card,2.0,8.32,June,Saturday
ORD15214,C1384,2025-08-03,Downtown,Tea,Herbal Tea,2,3.37,Card,,6.74,August,Sunday
ORD15215,C1352,2025-01-28,University Ave,Espresso Drinks,Cappuccino,1,4.84,Mobile Pay,,4.84,January,Tuesday
ORD15216,C1641,2025-09-05,Riverside,Espresso Drinks,Americano,2,4.96,Gift Card,4.0,9.92,September,Friday
ORD15217,C1069,2025-09-04,Riverside,Pastries,Muffin,2,4.4,Mobile Pay,,8.8,September,Thursday
ORD15218,C1182,2025-08-30,Downtown,Brewed Coffee,Cold Brew,1,3.34,Cash,3.0,3.34,August,Saturday
ORD15219,C1364,2025-10-15,University Ave,Food,Breakfast Sandwich,1,8.33,Mobile Pay,4.0,8.33,October,Wednesday
ORD15220,C1006,2025-12-11,University Ave,Espresso Drinks,Espresso Shot,1,5.62,Card,,5.62,December,Thursday
ORD15221,C1213,2025-11-06,University Ave,Espresso Drinks,Flat White,1,5.11,Mobile Pay,3.0,5.11,November,Thursday
ORD15222,C1167,2025-09-29,Riverside,Pastries,Cinnamon Roll,2,4.31,Mobile Pay,,8.62,September,Monday
ORD15223,C1600,2025-12-24,University Ave,Espresso Drinks,Espresso Shot,1,4.47,Card,5.0,4.47,December,Wednesday
ORD15224,C1364,2025-09-03,Downtown,Espresso Drinks,Latte,1,5.04,Mobile Pay,4.0,5.04,September,Wednesday
ORD15225,C1072,2025-09-02,Downtown,Espresso Drinks,Latte,1,4.82,Card,4.0,4.82,September,Tuesday
ORD15226,C1539,2025-07-17,Riverside,Pastries,Muffin,3,4.1,Mobile Pay,,12.3,July,Thursday
ORD15227,C1307,2025-10-07,Riverside,Pastries,Scone,3,3.88,Cash,5.0,11.64,October,Tuesday
ORD15228,C1460,2025-01-26,Downtown,Espresso Drinks,Flat White,1,5.61,Card,1.0,5.61,January,Sunday
ORD15229,C1191,2025-07-04,Riverside,Espresso Drinks,Cappuccino,1,5.59,Card,4.0,5.59,July,Friday
ORD15230,C1104,2025-06-04,Downtown,Espresso Drinks,Cappuccino,3,5.24,Card,4.0,15.72,June,Wednesday
ORD15231,C1624,2025-11-29,Downtown,Espresso Drinks,Cappuccino,3,4.84,Card,4.0,14.52,November,Saturday
ORD15232,C1083,2025-01-27,University Ave,Pastries,Cinnamon Roll,1,2.98,Card,,2.98,January,Monday
ORD15233,C1461,2025-08-23,Downtown,Espresso Drinks,Flat White,1,5.09,Card,,5.09,August,Saturday
ORD15234,C1600,2025-03-09,University Ave,Espresso Drinks,Americano,1,5.28,Cash,,5.28,March,Sunday
ORD15235,C1466,2025-11-18,University Ave,Pastries,Croissant,1,3.63,Gift Card,,3.63,November,Tuesday
ORD15236,C1519,2025-11-07,Downtown,Brewed Coffee,Cold Brew,2,2.83,Card,,5.66,November,Friday
ORD15237,C1119,2025-03-27,University Ave,Espresso Drinks,Latte,3,3.81,Card,,11.43,March,Thursday
ORD15238,C1220,2025-11-14,Downtown,Pastries,Croissant,1,3.12,Card,1.0,3.12,November,Friday
ORD15239,C1006,2025-06-30,Riverside,Food,Bagel,2,7.78,Card,3.0,15.56,June,Monday
ORD15240,C1030,2025-12-20,Downtown,Brewed Coffee,Pour Over,2,3.0,Mobile Pay,4.0,6.0,December,Saturday
ORD15241,C1041,2025-09-23,University Ave,Brewed Coffee,Cold Brew,2,3.93,Mobile Pay,2.0,7.86,September,Tuesday
ORD15242,C1291,2025-01-13,Riverside,Espresso Drinks,Cappuccino,1,5.07,Cash,,5.07,January,Monday
ORD15243,C1408,2025-03-15,University Ave,Espresso Drinks,Latte,1,4.08,Card,5.0,4.08,March,Saturday
ORD15244,C1387,2025-05-27,Downtown,Brewed Coffee,Drip Coffee,3,2.8,Card,,8.4,May,Tuesday
ORD15245,C1196,2025-03-18,University Ave,Espresso Drinks,Americano,1,5.42,Cash,4.0,5.42,March,Tuesday
ORD15246,C1218,2025-02-18,University Ave,Espresso Drinks,Latte,1,4.53,Mobile Pay,,4.53,February,Tuesday
ORD15247,C1223,2025-12-23,University Ave,Food,Bagel,1,5.97,Gift Card,,5.97,December,Tuesday
ORD15248,C1630,2025-11-13,Riverside,Brewed Coffee,Pour Over,1,3.9,Card,4.0,3.9,November,Thursday
ORD15249,C1557,2025-06-08,University Ave,Pastries,Cinnamon Roll,1,4.36,Mobile Pay,2.0,4.36,June,Sunday
ORD15250,C1306,2025-03-20,Riverside,Food,Breakfast Sandwich,3,5.76,Mobile Pay,5.0,17.28,March,Thursday
ORD15251,C1300,2025-03-08,Downtown,Pastries,Scone,1,2.7,Card,5.0,2.7,March,Saturday
ORD15252,C1258,2025-11-30,Downtown,Pastries,Croissant,1,4.36,Card,,4.36,November,Sunday
ORD15253,C1194,2025-05-01,University Ave,Pastries,Cinnamon Roll,1,3.32,Cash,,3.32,May,Thursday
ORD15254,C1327,2025-01-05,Downtown,Espresso Drinks,Cappuccino,2,3.86,Mobile Pay,4.0,7.72,January,Sunday
ORD15255,C1193,2025-05-25,Riverside,Espresso Drinks,Cappuccino,1,4.75,Card,,4.75,May,Sunday
ORD15256,C1582,2025-06-15,Downtown,Espresso Drinks,Flat White,2,5.72,Cash,5.0,11.44,June,Sunday
ORD15257,C1444,2025-08-15,University Ave,Espresso Drinks,Latte,2,5.01,Mobile Pay,,10.02,August,Friday
ORD15258,C1023,2025-05-04,Downtown,Espresso Drinks,Espresso Shot,2,5.69,Card,,11.38,May,Sunday
ORD15259,C1288,2025-12-02,University Ave,Brewed Coffee,Drip Coffee,2,3.36,Cash,2.0,6.72,December,Tuesday
ORD15260,C1442,2025-08-23,Riverside,Tea,Chai Latte,3,4.44,Cash,4.0,13.32,August,Saturday
ORD15261,C1222,2025-12-26,Downtown,Espresso Drinks,Espresso Shot,1,5.31,Cash,,5.31,December,Friday
ORD15262,C1396,2025-05-14,University Ave,Espresso Drinks,Flat White,1,5.47,Card,3.0,5.47,May,Wednesday
ORD15263,C1135,2025-08-26,Riverside,Tea,Chai Latte,3,3.69,Cash,,11.07,August,Tuesday
ORD15264,C1294,2025-05-13,Riverside,Espresso Drinks,Flat White,3,4.22,Gift Card,2.0,12.66,May,Tuesday
ORD15265,C1538,2025-09-12,Downtown,Food,Breakfast Sandwich,1,8.13,Card,,8.13,September,Friday
ORD15266,C1471,2025-09-29,Downtown,Pastries,Croissant,1,3.3,Mobile Pay,,3.3,September,Monday
ORD15267,C1623,2025-04-28,Downtown,Brewed Coffee,Cold Brew,2,3.56,Card,,7.12,April,Monday
ORD15268,C1370,2025-12-08,Riverside,Food,Breakfast Sandwich,2,7.73,Card,4.0,15.46,December,Monday
ORD15269,C1096,2025-11-09,Riverside,Tea,Green Tea,1,3.34,Card,4.0,3.34,November,Sunday
ORD15270,C1571,2025-11-22,Downtown,Espresso Drinks,Cappuccino,2,5.74,Card,,11.48,November,Saturday
ORD15271,C1602,2025-03-21,Downtown,Espresso Drinks,Americano,1,4.55,Card,,4.55,March,Friday
ORD15272,C1135,2025-09-19,Riverside,Pastries,Croissant,2,4.25,Card,,8.5,September,Friday
ORD15273,C1579,2025-02-08,University Ave,Brewed Coffee,Cold Brew,1,4.03,Mobile Pay,4.0,4.03,February,Saturday
ORD15274,C1254,2025-02-08,University Ave,Espresso Drinks,Americano,3,4.4,Gift Card,5.0,13.2,February,Saturday
ORD15275,C1344,2025-12-21,University Ave,Brewed Coffee,Cold Brew,2,2.95,Card,,5.9,December,Sunday
ORD15276,C1618,2025-02-25,University Ave,Pastries,Scone,3,2.58,Card,3.0,7.74,February,Tuesday
ORD15277,C1266,2025-11-11,Downtown,Espresso Drinks,Cappuccino,2,4.7,Mobile Pay,5.0,9.4,November,Tuesday
ORD15278,C1195,2025-06-06,Downtown,Tea,Herbal Tea,1,3.81,Card,,3.81,June,Friday
ORD15279,C1400,2025-04-21,Downtown,Food,Avocado Toast,2,6.95,Mobile Pay,,13.9,April,Monday
ORD15280,C1303,2025-01-27,Downtown,Pastries,Muffin,2,3.17,Card,4.0,6.34,January,Monday
ORD15281,C1153,2025-09-03,Riverside,Espresso Drinks,Flat White,1,4.81,Card,4.0,4.81,September,Wednesday
ORD15282,C1207,2025-09-20,Downtown,Food,Avocado Toast,1,8.19,Mobile Pay,,8.19,September,Saturday
ORD15283,C1508,2025-06-19,University Ave,Brewed Coffee,Cold Brew,1,4.16,Mobile Pay,,4.16,June,Thursday
ORD15284,C1499,2025-10-22,Downtown,Espresso Drinks,Flat White,1,4.19,Card,,4.19,October,Wednesday
ORD15285,C1647,2025-04-28,Downtown,Pastries,Croissant,1,2.56,Card,,2.56,April,Monday
ORD15286,C1429,2025-07-20,Riverside,Food,Bagel,2,8.26,Card,5.0,16.52,July,Sunday
ORD15287,C1550,2025-04-15,University Ave,Espresso Drinks,Flat White,1,4.49,Card,4.0,4.49,April,Tuesday
ORD15288,C1300,2025-07-31,University Ave,Espresso Drinks,Cappuccino,3,5.4,Mobile Pay,,16.2,July,Thursday
ORD15289,C1065,2025-02-19,University Ave,Espresso Drinks,Latte,3,5.18,Mobile Pay,,15.54,February,Wednesday
ORD15290,C1631,2025-06-23,Downtown,Pastries,Scone,1,4.02,Mobile Pay,,4.02,June,Monday
ORD15291,C1278,2025-07-19,University Ave,Espresso Drinks,Espresso Shot,3,4.62,Mobile Pay,,13.86,July,Saturday
ORD15292,C1461,2025-07-22,Riverside,Espresso Drinks,Cappuccino,1,4.2,Card,4.0,4.2,July,Tuesday
ORD15293,C1034,2025-06-12,Riverside,Pastries,Cinnamon Roll,2,3.05,Mobile Pay,4.0,6.1,June,Thursday
ORD15294,C1095,2025-08-23,University Ave,Pastries,Scone,3,3.71,Card,3.0,11.13,August,Saturday
ORD15295,C1330,2025-07-06,Downtown,Pastries,Cinnamon Roll,1,3.55,Card,5.0,3.55,July,Sunday
ORD15296,C1470,2025-04-14,University Ave,Food,Bagel,1,7.58,Card,5.0,7.58,April,Monday
ORD15297,C1062,2025-03-20,Riverside,Food,Avocado Toast,1,6.82,Card,4.0,6.82,March,Thursday
ORD15298,C1164,2025-08-24,Downtown,Espresso Drinks,Americano,2,4.48,Cash,4.0,8.96,August,Sunday
ORD15299,C1190,2025-12-08,Downtown,Pastries,Croissant,3,3.25,Card,,9.75,December,Monday
ORD15300,C1467,2025-10-02,University Ave,Pastries,Scone,3,3.38,Card,3.0,10.14,October,Thursday
ORD15301,C1396,2025-08-21,University Ave,Food,Avocado Toast,1,6.95,Mobile Pay,4.0,6.95,August,Thursday
ORD15302,C1270,2025-12-02,Riverside,Tea,Chai Latte,2,4.43,Mobile Pay,,8.86,December,Tuesday
ORD15303,C1441,2025-11-24,University Ave,Espresso Drinks,Cappuccino,1,5.54,Card,,5.54,November,Monday
ORD15304,C1085,2025-07-04,Downtown,Brewed Coffee,Pour Over,3,4.01,Card,5.0,12.03,July,Friday
ORD15305,C1552,2025-02-09,University Ave,Espresso Drinks,Americano,1,4.29,Mobile Pay,,4.29,February,Sunday
ORD15306,C1537,2025-08-19,Riverside,Espresso Drinks,Americano,1,4.99,Cash,,4.99,August,Tuesday
ORD15307,C1019,2025-08-15,Downtown,Pastries,Croissant,3,2.82,Card,,8.46,August,Friday
ORD15308,C1627,2025-04-11,Downtown,Pastries,Cinnamon Roll,3,3.85,Card,4.0,11.55,April,Friday
ORD15309,C1499,2025-11-06,University Ave,Brewed Coffee,Drip Coffee,1,2.89,Card,3.0,2.89,November,Thursday
ORD15310,C1621,2025-11-13,Downtown,Brewed Coffee,Pour Over,1,3.27,Card,5.0,3.27,November,Thursday
ORD15311,C1011,2025-05-01,University Ave,Pastries,Scone,1,4.1,Card,,4.1,May,Thursday
ORD15312,C1508,2025-06-23,University Ave,Tea,Green Tea,3,4.43,Card,,13.29,June,Monday
ORD15313,C1159,2025-03-13,University Ave,Food,Breakfast Sandwich,3,6.94,Mobile Pay,2.0,20.82,March,Thursday
ORD15314,C1236,2025-03-06,Riverside,Espresso Drinks,Flat White,2,4.1,Card,4.0,8.2,March,Thursday
ORD15315,C1595,2025-04-07,Downtown,Brewed Coffee,Cold Brew,2,2.94,Card,3.0,5.88,April,Monday
ORD15316,C1625,2025-05-14,University Ave,Tea,Herbal Tea,2,4.39,Mobile Pay,,8.78,May,Wednesday
ORD15317,C1285,2025-04-10,University Ave,Espresso Drinks,Cappuccino,2,4.88,Cash,,9.76,April,Thursday
ORD15318,C1135,2025-02-25,Downtown,Pastries,Croissant,1,3.44,Card,3.0,3.44,February,Tuesday
ORD15319,C1107,2025-06-12,Riverside,Espresso Drinks,Espresso Shot,1,4.03,Card,1.0,4.03,June,Thursday
ORD15320,C1553,2025-08-15,Riverside,Espresso Drinks,Cappuccino,3,4.67,Mobile Pay,4.0,14.01,August,Friday
ORD15321,C1353,2025-04-29,Downtown,Brewed Coffee,Drip Coffee,2,3.47,Card,,6.94,April,Tuesday
ORD15322,C1182,2025-07-14,Riverside,Espresso Drinks,Espresso Shot,2,4.76,Cash,,9.52,July,Monday
ORD15323,C1445,2025-04-09,Riverside,Food,Avocado Toast,3,6.13,Card,,18.39,April,Wednesday
ORD15324,C1466,2025-09-14,Downtown,Espresso Drinks,Espresso Shot,3,4.8,Gift Card,,14.4,September,Sunday
ORD15325,C1552,2025-08-25,Riverside,Espresso Drinks,Espresso Shot,3,4.42,Card,,13.26,August,Monday
ORD15326,C1009,2025-12-16,Downtown,Pastries,Muffin,3,3.83,Card,4.0,11.49,December,Tuesday
ORD15327,C1480,2025-01-20,Riverside,Tea,Herbal Tea,1,3.74,Mobile Pay,,3.74,January,Monday
ORD15328,C1352,2025-11-07,Riverside,Pastries,Croissant,2,3.38,Mobile Pay,,6.76,November,Friday
ORD15329,C1349,2025-05-04,Downtown,Espresso Drinks,Americano,2,4.3,Card,,8.6,May,Sunday
ORD15330,C1043,2025-01-25,Riverside,Pastries,Muffin,2,3.37,Cash,,6.74,January,Saturday
ORD15331,C1497,2025-09-09,Downtown,Espresso Drinks,Cappuccino,1,4.63,Card,3.0,4.63,September,Tuesday
ORD15332,C1594,2025-03-04,Riverside,Pastries,Croissant,1,2.51,Card,,2.51,March,Tuesday
ORD15333,C1476,2025-03-06,Riverside,Food,Breakfast Sandwich,2,7.92,Gift Card,3.0,15.84,March,Thursday
ORD15334,C1130,2025-12-23,Downtown,Food,Breakfast Sandwich,1,8.42,Mobile Pay,4.0,8.42,December,Tuesday
ORD15335,C1058,2025-03-22,Downtown,Espresso Drinks,Americano,1,5.24,Card,5.0,5.24,March,Saturday
ORD15336,C1620,2025-07-19,University Ave,Brewed Coffee,Drip Coffee,2,3.2,Card,,6.4,July,Saturday
ORD15337,C1141,2025-03-15,University Ave,Espresso Drinks,Latte,2,5.49,Gift Card,5.0,10.98,March,Saturday
ORD15338,C1150,2025-02-15,Riverside,Food,Avocado Toast,3,6.65,Card,4.0,19.95,February,Saturday
ORD15339,C1575,2025-01-01,Downtown,Espresso Drinks,Flat White,2,5.48,Card,,10.96,January,Wednesday
ORD15340,C1047,2025-01-06,Riverside,Pastries,Scone,1,3.04,Cash,,3.04,January,Monday
ORD15341,C1344,2025-06-22,Riverside,Espresso Drinks,Latte,3,5.47,Cash,,16.41,June,Sunday
ORD15342,C1247,2025-06-07,Riverside,Espresso Drinks,Flat White,1,4.39,Card,,4.39,June,Saturday
ORD15343,C1490,2025-01-15,Riverside,Espresso Drinks,Latte,1,5.16,Card,,5.16,January,Wednesday
ORD15344,C1332,2025-05-08,Riverside,Brewed Coffee,Cold Brew,3,3.38,Mobile Pay,4.0,10.14,May,Thursday
ORD15345,C1287,2025-04-10,Riverside,Pastries,Scone,1,2.74,Gift Card,,2.74,April,Thursday
ORD15346,C1371,2025-07-27,Downtown,Espresso Drinks,Americano,2,5.03,Card,,10.06,July,Sunday
ORD15347,C1646,2025-12-29,Riverside,Espresso Drinks,Flat White,3,4.91,Cash,,14.73,December,Monday
ORD15348,C1067,2025-09-09,Riverside,Pastries,Croissant,1,4.36,Card,,4.36,September,Tuesday
ORD15349,C1200,2025-12-01,University Ave,Espresso Drinks,Latte,2,5.05,Cash,,10.1,December,Monday
ORD15350,C1270,2025-03-11,Riverside,Espresso Drinks,Flat White,2,5.09,Mobile Pay,,10.18,March,Tuesday
ORD15351,C1448,2025-03-20,Downtown,Pastries,Scone,2,3.97,Card,,7.94,March,Thursday
ORD15352,C1467,2025-10-01,Riverside,Espresso Drinks,Flat White,2,4.18,Cash,,8.36,October,Wednesday
ORD15353,C1037,2025-04-23,Downtown,Tea,Herbal Tea,3,4.56,Card,,13.68,April,Wednesday
ORD15354,C1313,2025-11-05,Riverside,Pastries,Muffin,2,3.08,Mobile Pay,4.0,6.16,November,Wednesday
ORD15355,C1441,2025-06-18,Downtown,Pastries,Croissant,2,3.65,Mobile Pay,,7.3,June,Wednesday
ORD15356,C1331,2025-03-15,University Ave,Espresso Drinks,Americano,2,5.3,Cash,,10.6,March,Saturday
ORD15357,C1314,2025-11-04,University Ave,Espresso Drinks,Americano,1,5.15,Card,,5.15,November,Tuesday
ORD15358,C1159,2025-07-20,Downtown,Espresso Drinks,Americano,1,3.97,Card,,3.97,July,Sunday
ORD15359,C1490,2025-10-20,University Ave,Pastries,Scone,2,3.84,Mobile Pay,,7.68,October,Monday
ORD15360,C1330,2025-06-14,University Ave,Brewed Coffee,Drip Coffee,1,4.25,Card,2.0,4.25,June,Saturday
ORD15361,C1209,2025-02-15,University Ave,Brewed Coffee,Cold Brew,1,3.75,Card,4.0,3.75,February,Saturday
ORD15362,C1006,2025-09-05,Downtown,Espresso Drinks,Latte,3,3.93,Mobile Pay,,11.79,September,Friday
ORD15363,C1568,2025-02-15,University Ave,Pastries,Scone,1,3.68,Cash,4.0,3.68,February,Saturday
ORD15364,C1443,2025-08-30,Riverside,Food,Breakfast Sandwich,2,7.81,Mobile Pay,4.0,15.62,August,Saturday
ORD15365,C1608,2025-06-01,Riverside,Brewed Coffee,Pour Over,3,3.48,Cash,4.0,10.44,June,Sunday
ORD15366,C1594,2025-10-16,Riverside,Espresso Drinks,Latte,1,4.88,Mobile Pay,,4.88,October,Thursday
ORD15367,C1634,2025-11-13,Downtown,Tea,Green Tea,1,4.33,Card,1.0,4.33,November,Thursday
ORD15368,C1033,2025-05-29,Downtown,Tea,Green Tea,2,3.87,Card,5.0,7.74,May,Thursday
ORD15369,C1243,2025-11-18,Downtown,Pastries,Scone,1,4.25,Mobile Pay,,4.25,November,Tuesday
ORD15370,C1405,2025-02-10,Riverside,Pastries,Croissant,1,2.95,Card,,2.95,February,Monday
ORD15371,C1453,2025-02-09,University Ave,Espresso Drinks,Flat White,1,4.91,Mobile Pay,,4.91,February,Sunday
ORD15372,C1628,2025-12-28,Riverside,Brewed Coffee,Pour Over,3,3.46,Card,,10.38,December,Sunday
ORD15373,C1234,2025-07-29,Downtown,Brewed Coffee,Drip Coffee,3,2.88,Mobile Pay,3.0,8.64,July,Tuesday
ORD15374,C1585,2025-06-14,University Ave,Espresso Drinks,Flat White,1,5.07,Card,4.0,5.07,June,Saturday
ORD15375,C1376,2025-02-26,Downtown,Brewed Coffee,Drip Coffee,1,3.58,Cash,5.0,3.58,February,Wednesday
ORD15376,C1483,2025-04-16,University Ave,Pastries,Scone,1,3.53,Mobile Pay,,3.53,April,Wednesday
ORD15377,C1294,2025-09-07,University Ave,Espresso Drinks,Flat White,2,3.91,Mobile Pay,,7.82,September,Sunday
ORD15378,C1188,2025-10-27,Downtown,Espresso Drinks,Flat White,1,4.72,Cash,,4.72,October,Monday
ORD15379,C1637,2025-11-30,Riverside,Espresso Drinks,Flat White,1,4.19,Card,4.0,4.19,November,Sunday
ORD15380,C1066,2025-05-29,Riverside,Tea,Herbal Tea,1,4.22,Card,,4.22,May,Thursday
ORD15381,C1610,2025-06-15,Riverside,Brewed Coffee,Pour Over,2,3.16,Gift Card,3.0,6.32,June,Sunday
ORD15382,C1575,2025-03-01,Downtown,Pastries,Muffin,1,3.82,Mobile Pay,3.0,3.82,March,Saturday
ORD15383,C1208,2025-01-31,University Ave,Espresso Drinks,Flat White,1,5.36,Card,,5.36,January,Friday
ORD15384,C1143,2025-06-09,Downtown,Food,Bagel,2,8.27,Cash,,16.54,June,Monday
ORD15385,C1474,2025-07-30,Downtown,Espresso Drinks,Cappuccino,3,5.68,Mobile Pay,5.0,17.04,July,Wednesday
ORD15386,C1214,2025-02-07,Riverside,Tea,Green Tea,1,4.62,Card,4.0,4.62,February,Friday
ORD15387,C1331,2025-05-29,Riverside,Espresso Drinks,Cappuccino,2,4.6,Card,2.0,9.2,May,Thursday
ORD15388,C1278,2025-08-22,Downtown,Espresso Drinks,Americano,2,4.98,Card,,9.96,August,Friday
ORD15389,C1007,2025-10-23,Downtown,Tea,Chai Latte,1,3.75,Gift Card,,3.75,October,Thursday
ORD15390,C1384,2025-12-08,Downtown,Tea,Green Tea,2,4.4,Gift Card,,8.8,December,Monday
ORD15391,C1179,2025-05-04,Riverside,Espresso Drinks,Flat White,2,4.72,Card,,9.44,May,Sunday
ORD15392,C1444,2025-05-23,Riverside,Food,Bagel,1,6.15,Card,,6.15,May,Friday
ORD15393,C1187,2025-11-15,Downtown,Espresso Drinks,Espresso Shot,1,4.36,Card,,4.36,November,Saturday
ORD15394,C1147,2025-09-10,Downtown,Pastries,Cinnamon Roll,2,3.25,Mobile Pay,3.0,6.5,September,Wednesday
ORD15395,C1042,2025-04-10,University Ave,Espresso Drinks,Espresso Shot,2,5.69,Mobile Pay,3.0,11.38,April,Thursday
ORD15396,C1257,2025-09-07,Downtown,Espresso Drinks,Americano,2,3.95,Mobile Pay,,7.9,September,Sunday
ORD15397,C1227,2025-02-27,University Ave,Espresso Drinks,Americano,1,4.11,Mobile Pay,3.0,4.11,February,Thursday
ORD15398,C1611,2025-06-13,Downtown,Espresso Drinks,Cappuccino,3,5.55,Card,,16.65,June,Friday
ORD15399,C1159,2025-04-22,Downtown,Pastries,Muffin,2,3.03,Card,5.0,6.06,April,Tuesday
ORD15400,C1208,2025-12-28,University Ave,Brewed Coffee,Cold Brew,1,3.24,Card,3.0,3.24,December,Sunday
ORD15401,C1260,2025-01-13,University Ave,Pastries,Scone,1,4.05,Mobile Pay,5.0,4.05,January,Monday
ORD15402,C1649,2025-11-08,Downtown,Espresso Drinks,Flat White,3,3.93,Card,,11.79,November,Saturday
ORD15403,C1298,2025-04-13,University Ave,Brewed Coffee,Pour Over,2,3.61,Card,,7.22,April,Sunday
ORD15404,C1273,2025-01-14,Downtown,Tea,Chai Latte,1,4.44,Card,,4.44,January,Tuesday
ORD15405,C1116,2025-08-29,Downtown,Pastries,Croissant,3,2.59,Mobile Pay,,7.77,August,Friday
ORD15406,C1213,2025-09-04,Downtown,Espresso Drinks,Cappuccino,2,5.07,Card,3.0,10.14,September,Thursday
ORD15407,C1433,2025-02-21,University Ave,Espresso Drinks,Latte,2,5.43,Mobile Pay,,10.86,February,Friday
ORD15408,C1339,2025-01-14,Riverside,Brewed Coffee,Drip Coffee,1,2.78,Card,,2.78,January,Tuesday
ORD15409,C1051,2025-02-10,University Ave,Espresso Drinks,Americano,2,5.04,Mobile Pay,4.0,10.08,February,Monday
ORD15410,C1555,2025-05-29,University Ave,Pastries,Croissant,2,3.9,Card,,7.8,May,Thursday
ORD15411,C1550,2025-02-18,Riverside,Espresso Drinks,Americano,3,4.97,Card,,14.91,February,Tuesday
ORD15412,C1349,2025-09-13,University Ave,Tea,Herbal Tea,1,3.72,Card,3.0,3.72,September,Saturday
ORD15413,C1375,2025-01-29,University Ave,Pastries,Scone,1,4.28,Card,,4.28,January,Wednesday
ORD15414,C1305,2025-10-15,Downtown,Espresso Drinks,Americano,1,5.54,Cash,,5.54,October,Wednesday
ORD15415,C1238,2025-11-15,Riverside,Espresso Drinks,Flat White,1,5.45,Mobile Pay,,5.45,November,Saturday
ORD15416,C1100,2025-09-18,Downtown,Espresso Drinks,Flat White,1,4.36,Mobile Pay,,4.36,September,Thursday
ORD15417,C1168,2025-12-10,Downtown,Tea,Herbal Tea,2,4.11,Cash,,8.22,December,Wednesday
